order_number,order_date,total_amount,vendor,destination_dc_code
PO-2023-001267,2023-06-19,14412.26,Supermicro,DC-JP001
PO-2023-001268,2023-11-05,715317.39,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-001269,2023-09-14,1070688.61,Dell Technologies,DC-CA001
PO-2023-001270,2023-04-08,780933.66,Cisco Systems,DC-DE002
PO-2023-001271,2023-05-11,687256.74,Cisco Systems,DC-AU003
PO-2023-001272,2023-02-23,60587.37,IBM,DC-UK001
PO-2023-001273,2023-11-13,295774.5,Lenovo,DC-US003
PO-2023-001274,2023-12-21,125893.01,Lenovo,DC-US001
PO-2023-001275,2023-05-21,452052.05,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-001276,2023-10-06,359586.05,Dell Technologies,DC-JP001
PO-2023-001277,2023-03-05,84802.21,Supermicro,DC-JP001
PO-2023-001278,2023-05-01,12941.35,Schneider Electric,DC-BR001
PO-2023-001279,2023-07-28,520.21,Cisco Systems,DC-NL001
PO-2023-001280,2023-10-23,684451.36,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-001281,2023-08-14,620979.72,Cisco Systems,DC-AU002
PO-2023-001282,2023-08-16,231551.34,Dell Technologies,DC-NL001
PO-2023-001283,2023-11-22,36616.76,Dell Technologies,DC-US002
PO-2023-001284,2023-08-23,2490.08,Cisco Systems,DC-AU004
PO-2023-001285,2023-10-28,322427.93,Super Micro Computer,DC-US011
PO-2023-001286,2023-08-05,890119.23,Dell Technologies,DC-US002
PO-2023-001287,2023-04-04,25100.93,Schneider Electric,DC-BR001
PO-2023-001288,2023-01-12,1193223.96,Cisco Systems,DC-NL001
PO-2023-001289,2023-08-16,26281.41,Lenovo,DC-IE001
PO-2023-001290,2023-05-17,207625.22,Dell Technologies,DC-US001
PO-2023-001291,2023-09-04,869006.86,Lenovo,DC-US004
PO-2023-001292,2023-11-16,112216.27,Super Micro Computer,DC-US002
PO-2023-001293,2023-06-21,136008.44,Dell Technologies,DC-US003
PO-2023-001294,2023-06-11,37699.47,NetApp,DC-US001
PO-2023-001295,2023-11-01,1334869.08,Super Micro Computer,DC-US010
PO-2023-001296,2023-06-25,56335.81,Dell Technologies,DC-US001
PO-2023-001297,2023-05-02,46663.07,Cisco Systems,DC-IE002
PO-2023-001298,2023-10-23,168177.14,Dell Technologies,DC-US012
PO-2023-001299,2023-12-21,65921.96,Lenovo,DC-US010
PO-2023-001300,2023-03-16,550984.57,Dell Technologies,DC-IE002
PO-2023-001301,2023-11-14,251603.03,HPE (Hewlett Packard Enterprise),DC-JP001
PO-2023-001302,2023-08-01,179490.52,Dell Technologies,DC-AU001
PO-2023-001303,2023-12-21,280755.74,Lenovo,DC-NL001
PO-2023-001304,2023-11-12,279798.1,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-001305,2023-04-11,92.69,Juniper Networks,DC-US001
PO-2023-001306,2023-07-15,137423.84,Dell Technologies,DC-SG002
PO-2023-001307,2023-05-12,883850.4,HP Enterprise,DC-IE001
PO-2023-001308,2023-12-03,726401.06,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-002044,2023-11-13,190118.71,Cisco Systems,DC-US003
PO-2023-001310,2023-10-20,421600.63,Dell Technologies,DC-US001
PO-2023-001311,2023-01-03,652160.26,Dell Technologies,DC-US001
PO-2023-001312,2023-03-19,37856.37,NetApp,DC-JP001
PO-2023-001313,2023-10-24,35320.65,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-001314,2023-05-15,43203.33,Cisco Systems,DC-CA001
PO-2023-001315,2023-03-25,10004.15,HP Enterprise,DC-IE002
PO-2023-001316,2023-05-06,291814.74,Cisco Systems,DC-NL001
PO-2023-001317,2023-06-17,1158126.62,Lenovo,DC-IE001
PO-2023-001318,2023-03-14,152356.34,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-001319,2023-06-25,125571.3,Dell Technologies,DC-IE003
PO-2023-001320,2023-07-10,267203.36,Dell Technologies,DC-DE002
PO-2023-001321,2023-09-24,200473.25,Dell Technologies,DC-IN002
PO-2023-001322,2023-04-25,171399.02,HPE (Hewlett Packard Enterprise),DC-JP001
PO-2023-001323,2023-10-26,73218.22,Arista Networks,DC-IE001
PO-2023-001324,2023-10-07,328847.53,Dell Technologies,DC-UK001
PO-2023-001325,2023-10-27,149149.57,HP Enterprise,DC-IE001
PO-2023-001326,2023-12-21,182657.71,Dell Technologies,DC-NL001
PO-2023-001327,2023-12-08,242765.21,Cisco Systems,DC-UK001
PO-2023-001328,2023-10-03,910557.29,Dell Technologies,DC-BR001
PO-2023-001329,2023-04-20,520133.24,HPE (Hewlett Packard Enterprise),DC-DE003
PO-2023-001330,2023-11-03,409380.17,Lenovo,DC-IE006
PO-2023-001331,2023-11-02,45491.6,Cisco Systems,DC-CA001
PO-2023-001332,2023-11-11,977243.38,Dell Technologies,DC-US002
PO-2023-001333,2023-02-08,340696.36,Dell Technologies,DC-US001
PO-2023-001334,2023-05-25,12075.66,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-001335,2023-07-13,172719.68,Lenovo,DC-NL001
PO-2023-001336,2023-09-17,38538.52,Dell Technologies,DC-US016
PO-2023-001337,2023-02-22,444164.45,Dell Technologies,DC-JP002
PO-2023-000479,2023-12-06,988087.71,Dell Technologies,DC-US005
PO-2023-001339,2023-10-15,769569.3,Super Micro Computer,DC-IE001
PO-2023-001340,2023-05-23,446286.25,HPE (Hewlett Packard Enterprise),DC-US006
PO-2023-001341,2023-11-22,90858.78,Dell Technologies,DC-JP001
PO-2023-001342,2023-04-14,214064.81,Cisco Systems,DC-NL001
PO-2023-001343,2023-07-06,306562.45,HPE (Hewlett Packard Enterprise),DC-JP001
PO-2023-001344,2023-02-02,90292.93,Arista Networks,DC-BR001
PO-2023-001345,2023-02-19,175158.31,Cisco Systems,DC-US003
PO-2023-001346,2023-10-02,437101.78,HPE (Hewlett Packard Enterprise),DC-JP002
PO-2023-001347,2023-05-11,241702.47,HPE (Hewlett Packard Enterprise),DC-US013
PO-2023-001348,2023-09-12,873431.45,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-001349,2023-12-11,358621.33,Dell Technologies,DC-AU002
PO-2023-001350,2023-10-15,289359.8,Dell Technologies,DC-AU002
PO-2023-001351,2023-12-08,248836.28,Dell Technologies,DC-US011
PO-2023-001352,2023-02-28,7310.21,Vertiv,DC-JP001
PO-2023-001353,2023-01-26,11517.18,IBM,DC-IN001
PO-2023-001354,2023-11-12,13088.83,Super Micro Computer,DC-US002
PO-2023-001355,2023-06-09,145496.17,Dell Technologies,DC-US004
PO-2023-001356,2023-10-21,61596.76,Cisco Systems,DC-NL001
PO-2023-001357,2023-10-07,173471.57,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-001358,2023-06-22,415651.13,Dell Technologies,DC-US008
PO-2023-001359,2023-08-04,32990.17,IBM,DC-SG001
PO-2023-001360,2023-12-23,527018.33,Dell Technologies,DC-JP001
PO-2023-001361,2023-04-02,86798.44,Dell Technologies,DC-US003
PO-2023-001362,2023-03-25,22009.52,Cisco Systems,DC-FR001
PO-2023-001363,2023-05-19,61845.84,Eaton Corporation,DC-CA001
PO-2023-001364,2023-06-02,487194.67,Cisco Systems,DC-DE002
PO-2023-001365,2023-11-10,75168.93,Pure Storage,DC-US012
PO-2023-001366,2023-07-01,145261.34,Dell Technologies,DC-US013
PO-2023-001367,2023-11-25,310.77,Pure Storage,DC-AU003
PO-2023-001368,2023-11-26,2330.97,Schneider Electric,DC-US015
PO-2023-001369,2023-12-09,330587.3,Lenovo,DC-US002
PO-2023-001370,2023-06-15,247573.73,HPE (Hewlett Packard Enterprise),DC-IE002
PO-2023-001371,2023-12-25,3195674.96,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-001372,2023-11-25,20251.11,Schneider Electric,DC-US011
PO-2023-001373,2023-12-02,37225.0,Dell Technologies,DC-IE004
PO-2023-001374,2023-06-22,838.13,Super Micro Computer,DC-SG001
PO-2023-001375,2023-04-10,55560.86,Cisco Systems,DC-US001
PO-2023-001376,2023-02-15,80455.29,Super Micro Computer,DC-DE001
PO-2023-001377,2023-10-06,102969.07,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-001378,2023-11-23,206455.18,Super Micro Computer,DC-US005
PO-2023-001379,2023-04-21,274875.54,Dell Technologies,DC-DE001
PO-2023-001380,2023-10-03,671644.85,Dell Technologies,DC-FR001
PO-2023-001381,2023-11-22,319664.99,HPE (Hewlett Packard Enterprise),DC-SG003
PO-2023-001382,2023-12-15,7958.44,Dell Technologies,DC-NL001
PO-2023-001383,2023-09-24,667330.7,Dell Technologies,DC-JP001
PO-2023-001384,2023-08-14,1435998.09,Dell Technologies,DC-DE002
PO-2023-001385,2023-02-09,45559.07,Dell Technologies,DC-UK001
PO-2023-001386,2023-05-07,900439.66,Super Micro Computer,DC-BR001
PO-2023-001387,2023-01-22,147298.94,Lenovo,DC-US002
PO-2023-001388,2023-02-26,237281.44,Dell Technologies,DC-US001
PO-2023-001389,2023-01-02,356502.28,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-001390,2023-11-14,374459.88,Cisco Systems,DC-IE001
PO-2023-001391,2023-10-15,298042.99,Cisco Systems,DC-BR001
PO-2023-001392,2023-05-25,127045.85,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-001393,2023-06-04,1428574.92,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-001394,2023-11-25,567355.35,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-001395,2023-10-13,328075.0,Dell Technologies,DC-IE003
PO-2023-001396,2023-10-21,88327.76,Lenovo,DC-CA001
PO-2023-001397,2023-05-03,231791.35,Cisco Systems,DC-US002
PO-2023-001398,2023-08-06,55675.98,Schneider Electric,DC-IE003
PO-2023-001399,2023-12-10,165491.62,HPE (Hewlett Packard Enterprise),DC-AU002
PO-2023-001400,2023-05-17,97333.41,Dell Technologies,DC-DE001
PO-2023-001401,2023-04-12,42617.64,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-001402,2023-07-04,441206.49,Cisco Systems,DC-NL001
PO-2023-001403,2023-01-05,23116.01,Juniper Networks,DC-IE001
PO-2023-001404,2023-12-10,33984.35,Arista Networks,DC-JP001
PO-2023-001405,2023-11-14,70171.79,Lenovo,DC-UK001
PO-2023-001406,2023-11-17,293718.23,Cisco Systems,DC-JP001
PO-2023-001407,2023-12-10,65183.55,Schneider APC,DC-CA001
PO-2023-001408,2023-09-15,395870.83,Dell Technologies,DC-JP002
PO-2023-001409,2023-11-15,58859.03,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-001410,2023-04-03,2305.56,IBM,DC-AU003
PO-2023-001411,2023-10-08,165656.75,Super Micro Computer,DC-US006
PO-2023-001412,2023-08-05,50521.44,Pure Storage,DC-SG002
PO-2023-001413,2023-05-25,307728.0,Super Micro Computer,DC-CA001
PO-2023-001414,2023-07-20,68190.17,Lenovo,DC-IE001
PO-2023-001415,2023-11-04,165083.22,Dell Technologies,DC-CA001
PO-2023-001416,2023-12-28,1225293.73,Dell Technologies,DC-UK001
PO-2023-001417,2023-11-03,155077.83,Cisco Systems,DC-UK002
PO-2023-001418,2023-12-07,217981.77,Dell Technologies,DC-IE004
PO-2023-001419,2023-08-23,7434.51,Juniper Networks,DC-UK001
PO-2023-001420,2023-08-06,7161.09,Arista Networks,DC-AU004
PO-2023-001421,2023-02-20,88368.76,HP Enterprise,DC-AU001
PO-2023-001422,2023-01-23,312137.12,Dell Technologies,DC-JP001
PO-2023-001423,2023-05-01,81665.93,Super Micro Computer,DC-AU001
PO-2023-001424,2023-06-12,339915.11,Super Micro Computer,DC-IN003
PO-2023-001425,2023-10-15,390858.12,Cisco Systems,DC-JP001
PO-2023-001426,2023-05-05,1075523.55,Dell Technologies,DC-US002
PO-2023-001427,2023-07-04,350089.61,Cisco Systems,DC-CA001
PO-2023-001428,2023-07-06,96668.45,Lenovo,DC-US001
PO-2023-001429,2023-11-20,1163510.47,Dell Technologies,DC-BR001
PO-2023-001430,2023-11-06,47598.35,Schneider APC,DC-US015
PO-2023-001431,2023-08-24,275922.77,Super Micro Computer,DC-IE001
PO-2023-001432,2023-11-04,120061.68,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-001433,2023-10-12,115077.85,Dell Technologies,DC-IE001
PO-2023-001434,2023-11-22,17295.83,Dell Technologies,DC-CA001
PO-2023-001435,2023-10-06,16132.9,Lenovo,DC-JP001
PO-2023-001436,2023-03-28,177038.41,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-001635,2023-12-25,175177.93,Super Micro Computer,DC-US003
PO-2023-001438,2023-06-01,81001.76,Schneider APC,DC-IE004
PO-2023-001439,2023-05-22,388239.63,Cisco Systems,DC-IE001
PO-2023-001440,2023-04-18,71591.96,Eaton Corporation,DC-SG002
PO-2023-001441,2023-06-22,4660.31,Lenovo,DC-US008
PO-2023-001442,2023-02-02,154758.11,Dell Technologies,DC-SG001
PO-2023-001443,2023-08-19,1026126.1,Lenovo,DC-US008
PO-2023-001444,2023-11-06,324131.45,Dell Technologies,DC-BR002
PO-2023-001445,2023-11-11,170215.47,Cisco Systems,DC-IE003
PO-2023-001446,2023-01-02,26970.71,Juniper Networks,DC-US001
PO-2023-001447,2023-11-20,1755718.56,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-001448,2023-12-17,53560.28,Cisco Systems,DC-US009
PO-2023-001449,2023-12-06,14833.67,Schneider Electric,DC-BR001
PO-2023-001450,2023-03-11,265048.83,Dell Technologies,DC-BR002
PO-2023-001451,2023-10-17,1898185.49,Dell Technologies,DC-US002
PO-2023-001452,2023-12-07,17459.06,Dell Technologies,DC-CA001
PO-2023-001453,2023-11-16,65851.85,Vertiv,DC-JP001
PO-2023-001454,2023-05-15,252361.75,HPE (Hewlett Packard Enterprise),DC-IE004
PO-2023-001455,2023-12-01,128270.4,HPE (Hewlett Packard Enterprise),DC-US016
PO-2023-001456,2023-03-03,2268212.51,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-001457,2023-03-15,4150.88,Vertiv,DC-US008
PO-2023-001458,2023-11-15,59888.26,Vertiv,DC-JP001
PO-2023-001459,2023-03-22,46911.14,Lenovo,DC-JP001
PO-2023-001460,2023-11-10,689723.88,Lenovo,DC-US001
PO-2023-001461,2023-12-15,165005.84,Dell Technologies,DC-US002
PO-2023-001462,2023-10-04,85443.3,Cisco Systems,DC-CA001
PO-2023-001463,2023-11-10,56827.35,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-001464,2023-04-09,6044.28,Arista Networks,DC-US002
PO-2023-001465,2023-12-01,335762.23,Dell Technologies,DC-NL003
PO-2023-001466,2023-02-22,70853.47,Schneider Electric,DC-DE003
PO-2023-001467,2023-11-17,3271398.05,Cisco Systems,DC-BR001
PO-2023-001468,2023-11-08,113786.6,Lenovo,DC-IE001
PO-2023-001469,2023-01-15,4217.82,Pure Storage,DC-UK002
PO-2023-001470,2023-08-05,6203.16,Dell Technologies,DC-DE001
PO-2023-001471,2023-04-06,242579.53,Dell Technologies,DC-UK001
PO-2023-001472,2023-05-12,43820.49,Vertiv,DC-JP001
PO-2023-001473,2023-06-16,94370.78,HPE (Hewlett Packard Enterprise),DC-US017
PO-2023-001474,2023-11-22,821825.88,Dell Technologies,DC-BR002
PO-2023-001475,2023-04-22,367713.27,Dell Technologies,DC-UK001
PO-2023-001476,2023-10-16,3237573.65,HPE (Hewlett Packard Enterprise),DC-IE004
PO-2023-001477,2023-10-01,446.42,IBM,DC-US001
PO-2023-001478,2023-03-10,51720.55,HPE (Hewlett Packard Enterprise),DC-US013
PO-2023-001479,2023-12-08,74847.75,Lenovo,DC-IE001
PO-2023-001480,2023-08-27,284242.18,Cisco Systems,DC-US003
PO-2023-001481,2023-11-21,96103.19,Arista Networks,DC-US003
PO-2023-001482,2023-11-23,495399.42,Super Micro Computer,DC-CA001
PO-2023-001483,2023-04-18,1505.93,Pure Storage,DC-NL001
PO-2023-001484,2023-10-15,67599.76,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-001485,2023-11-17,145378.28,Dell Technologies,DC-JP002
PO-2023-001486,2023-10-18,148342.85,Cisco Systems,DC-NL001
PO-2023-001487,2023-01-22,8037.71,NetApp,DC-SG003
PO-2023-001488,2023-10-20,224409.07,Cisco Systems,DC-SG001
PO-2023-001489,2023-12-06,206564.9,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-001490,2023-08-15,3349.2,Arista Networks,DC-US009
PO-2023-001491,2023-10-17,211669.88,Dell Technologies,DC-NL001
PO-2023-001492,2023-11-13,204617.29,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-001493,2023-04-06,422032.07,HP Enterprise,DC-US017
PO-2023-001494,2023-12-02,235951.25,Cisco Systems,DC-IE001
PO-2023-001495,2023-10-09,76236.22,NetApp,DC-DE001
PO-2023-001496,2023-11-18,553192.62,Dell Technologies,DC-NL001
PO-2023-001497,2023-11-21,50807.85,NetApp,DC-US003
PO-2023-001498,2023-08-20,28216.47,Cisco Systems,DC-JP001
PO-2023-001499,2023-12-16,281177.78,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-001500,2023-09-13,96715.41,IBM,DC-IN002
PO-2023-001501,2023-02-15,182775.4,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-001502,2023-07-01,76138.71,HPE (Hewlett Packard Enterprise),DC-JP001
PO-2023-001503,2023-12-20,129061.51,Dell Technologies,DC-US012
PO-2023-001504,2023-09-07,65464.67,Lenovo,DC-IE005
PO-2023-002850,2023-08-25,18902.12,Pure Storage,DC-IE001
PO-2023-001506,2023-12-03,1760563.3,Dell Technologies,DC-IE001
PO-2023-001507,2023-03-18,286743.16,Supermicro,DC-JP001
PO-2023-001508,2023-12-09,74395.76,Schneider Electric,DC-DE001
PO-2023-001509,2023-09-09,23831.82,Dell Technologies,DC-BR001
PO-2023-001510,2023-07-15,1160282.15,HPE (Hewlett Packard Enterprise),DC-SG003
PO-2023-001511,2023-03-22,136744.17,Dell Technologies,DC-UK001
PO-2023-001512,2023-11-09,48888.31,Cisco Systems,DC-US002
PO-2023-001684,2023-01-10,43643.09,Arista Networks,DC-US003
PO-2023-001514,2023-04-08,1351131.77,Dell Technologies,DC-UK001
PO-2023-001515,2023-10-06,246631.15,Dell Technologies,DC-US011
PO-2023-001516,2023-09-06,207103.45,Dell Technologies,DC-FR001
PO-2023-001517,2023-10-14,344911.34,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-001518,2023-03-03,353463.2,Super Micro Computer,DC-US004
PO-2023-001519,2023-12-20,137451.7,Dell Technologies,DC-US003
PO-2023-001520,2023-03-25,66895.69,Arista Networks,DC-DE003
PO-2023-001521,2023-12-04,136614.37,Cisco Systems,DC-CA001
PO-2023-001522,2023-11-20,1047139.96,Cisco Systems,DC-DE001
PO-2023-001523,2023-10-02,274079.87,Dell Technologies,DC-IE001
PO-2023-001524,2023-07-05,238366.7,Lenovo,DC-BR003
PO-2023-001525,2023-10-10,86050.83,Dell Technologies,DC-US016
PO-2023-001526,2023-04-01,86653.03,Cisco Systems,DC-BR001
PO-2023-001527,2023-03-05,437596.36,Dell Technologies,DC-US011
PO-2023-001528,2023-05-18,8610.45,Dell Technologies,DC-US001
PO-2023-001529,2023-06-14,488006.99,HPE (Hewlett Packard Enterprise),DC-US012
PO-2023-001530,2023-11-22,1296794.28,Dell Technologies,DC-NL002
PO-2023-001531,2023-06-15,85666.16,Juniper Networks,DC-UK001
PO-2023-001532,2023-11-03,691734.39,Dell Technologies,DC-CA001
PO-2023-001533,2023-10-18,72771.7,IBM,DC-DE001
PO-2023-000808,2023-10-18,1278095.67,Super Micro Computer,DC-JP001
PO-2023-001535,2023-10-16,509732.52,HPE (Hewlett Packard Enterprise),DC-IE005
PO-2023-001536,2023-09-08,99769.33,Super Micro Computer,DC-SG002
PO-2023-001537,2023-01-08,23627.05,Super Micro Computer,DC-NL003
PO-2023-001538,2023-09-13,216545.57,Dell Technologies,DC-US002
PO-2023-001539,2023-11-23,225121.61,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-001540,2023-12-22,54347.88,IBM,DC-US002
PO-2023-001541,2023-12-07,626857.13,Dell Technologies,DC-US001
PO-2023-001542,2023-06-17,969559.68,Cisco Systems,DC-US005
PO-2023-001543,2023-05-04,11001.86,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-003202,2023-11-14,570924.07,Dell Technologies,DC-IE001
PO-2023-001545,2023-07-02,189128.72,Cisco Systems,DC-AU004
PO-2023-001546,2023-11-03,413508.1,Dell Technologies,DC-US003
PO-2023-001547,2023-10-08,92217.99,Dell Technologies,DC-US001
PO-2023-001548,2023-11-23,382797.04,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-001549,2023-01-16,132839.33,Cisco Systems,DC-US004
PO-2023-001550,2023-07-13,222741.68,Dell Technologies,DC-US001
PO-2023-001551,2023-11-09,1054696.41,Dell Technologies,DC-JP001
PO-2023-001552,2023-05-01,595180.5,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-001553,2023-08-10,275.56,NetApp,DC-BR001
PO-2023-001554,2023-08-01,78261.65,Super Micro Computer,DC-CA001
PO-2023-001555,2023-09-18,29496.53,Dell Technologies,DC-US002
PO-2023-001556,2023-09-22,175499.0,HPE (Hewlett Packard Enterprise),DC-FR001
PO-2023-001557,2023-04-02,185387.12,Super Micro Computer,DC-US001
PO-2023-001558,2023-08-01,666554.89,Dell Technologies,DC-US004
PO-2023-001559,2023-05-23,76292.97,Cisco Systems,DC-JP001
PO-2023-001560,2023-10-26,19185.39,Super Micro Computer,DC-AU001
PO-2023-001561,2023-01-17,3460330.46,Super Micro Computer,DC-NL001
PO-2023-001562,2023-08-05,608581.67,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-001563,2023-11-25,1434282.59,Cisco Systems,DC-US003
PO-2023-001564,2023-12-03,117986.63,Cisco Systems,DC-AU004
PO-2023-001565,2023-02-22,10158.01,Eaton Corporation,DC-NL001
PO-2023-001566,2023-10-23,56529.47,Eaton Corporation,DC-US005
PO-2023-001567,2023-01-14,136711.85,Dell Technologies,DC-NL001
PO-2023-001568,2023-09-27,252737.37,Cisco Systems,DC-BR001
PO-2023-001569,2023-12-06,845496.95,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-001570,2023-10-06,957232.08,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-001571,2023-04-17,19015.02,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-001572,2023-03-10,83798.97,Lenovo,DC-IE001
PO-2023-001573,2023-03-07,3421731.42,Cisco Systems,DC-CA001
PO-2023-001574,2023-02-03,115540.25,Dell Technologies,DC-CA001
PO-2023-001575,2023-09-12,492816.95,Dell Technologies,DC-NL001
PO-2023-001576,2023-07-06,584949.65,Cisco Systems,DC-UK002
PO-2023-001577,2023-06-19,668.42,Arista Networks,DC-BR001
PO-2023-001578,2023-12-03,18923.45,Cisco Systems,DC-BR001
PO-2023-001579,2023-10-10,152969.17,HPE (Hewlett Packard Enterprise),DC-IE002
PO-2023-001580,2023-06-15,861257.48,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-001581,2023-07-21,3092550.85,Cisco Systems,DC-AU001
PO-2023-001582,2023-09-19,9291.36,HPE (Hewlett Packard Enterprise),DC-US012
PO-2023-001583,2023-12-03,1099896.55,Lenovo,DC-UK001
PO-2023-002079,2023-06-09,157929.1,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-001585,2023-05-21,88628.26,Cisco Systems,DC-JP002
PO-2023-001586,2023-10-11,19894.09,Vertiv,DC-NL001
PO-2023-001587,2023-06-26,512215.99,Lenovo,DC-IN003
PO-2023-001588,2023-06-06,615701.69,Dell Technologies,DC-IE001
PO-2023-001589,2023-07-08,228704.25,Cisco Systems,DC-DE001
PO-2023-001590,2023-07-01,533794.8,Cisco Systems,DC-US013
PO-2023-001591,2023-12-28,154133.67,Cisco Systems,DC-NL002
PO-2023-001592,2023-07-21,101516.61,IBM,DC-IE001
PO-2023-001593,2023-05-22,245531.55,Dell Technologies,DC-US001
PO-2023-001594,2023-10-26,230527.43,Dell Technologies,DC-DE001
PO-2023-001595,2023-12-20,316120.69,Cisco Systems,DC-JP001
PO-2023-001596,2023-10-25,1947492.84,Super Micro Computer,DC-IE006
PO-2023-001597,2023-08-16,37787.75,Dell Technologies,DC-US008
PO-2023-003172,2023-12-06,420455.6,Lenovo,DC-JP001
PO-2023-001599,2023-10-12,257.19,Schneider Electric,DC-JP001
PO-2023-001600,2023-06-26,142372.12,Cisco Systems,DC-BR001
PO-2023-001601,2023-07-08,4654.56,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-001602,2023-02-26,94063.94,NetApp,DC-CA001
PO-2023-001603,2023-04-22,295225.45,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-001604,2023-07-12,2220.93,Eaton Corporation,DC-UK001
PO-2023-001605,2023-10-19,68399.68,Cisco Systems,DC-JP001
PO-2023-001606,2023-01-20,1557.52,Cisco Systems,DC-AU004
PO-2023-001607,2023-01-10,9014.49,Schneider Electric,DC-US001
PO-2023-001608,2023-10-11,536863.79,HPE (Hewlett Packard Enterprise),DC-US001
